instruction,category,intent,urgency
Can I add another item to order #4242?,ORDER,change_order,medium
how do i close my account? i no longer wnat to use the service.,ACCOUNT,delete_account,high
I'd like to receive your weekly emails. Thanks!,NEWSLETTER,newsletter_subscription,low
"Hey there, how can I leave a review for the product I bought?",FEEDBACK,review,low
could you help - i want to delete my account permanently,ACCOUNT,delete_account,high
When can I expect my package? This is urgent.,DELIVERY,delivery_period,medium
please remove my account from your system. this is urgent.,ACCOUNT,delete_account,high
connect me to a real person. Please assist.,CONTACT,contact_human_agent,low
"I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
how many days do i have to return an item? many thanks.,REFUND,check_refund_policy,high
"hey there, cancel my order asap, i ordered the wrong",CANCEL,cancel_order,high
Can you help me open a customer account? This is urgent.,ACCOUNT,create_account,low
"Hey there, I want to delete my account permanently",ACCOUNT,delete_account,high
Do you take Apple Pay or only credit cards? Thanks!,PAYMENT,check_payment_methods,medium
"Please refund order #3300, the item arrived broken. Thanks in advance.",REFUND,get_refund,high
how many dyas do i have to return an item?,REFUND,check_refund_policy,high
"Helol, how do add a new shipping address to my accuont?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"hey three, can you help me complete my purchase?",ORDER,place_order,medium
"hi, how long will my order take to arrive?",DELIVERY,delivery_period,medium
quick question sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
Quick question - I want to create a new account on your platform,ACCOUNT,create_account,low
cuold you hepl - i want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
Waht's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"Hello, I need to use a different user profile",ACCOUNT,switch_account,low
can i choose same-day shipping? i'd appreciate a quick reply.,DELIVERY,delivery_options,medium
"I have a question: cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"excuse me, what shippnig methods are available?",DELIVERY,delivery_options,medium
i'd like to share my feedback on a recent purchase,FEEDBACK,review,low
can i unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
how can i change my account inofrmation?,ACCOUNT,edit_account,low
How can I change my account information?,ACCOUNT,edit_account,low
"hi, i want to create a new account on your platform",ACCOUNT,create_account,low
How do I order this product?,ORDER,place_order,medium
i need an invoice for accounting. thanks!,INVOICE,get_invoice,medium
"Hi team, I need my account deleted right away",ACCOUNT,delete_account,high
"excuse me, i need a human agent right now",CONTACT,contact_human_agent,low
"Hello, I want to create a new account on your platform",ACCOUNT,create_account,low
i have a question: i want to create a new account on your platform,ACCOUNT,create_account,low
can you help me complete my purchase?,ORDER,place_order,medium
"I need to reset my password, please help. I'd appreciate a quick reply.",ACCOUNT,recover_password,high
"hi team, i want to get a for my purchase",REFUND,get_refund,high
"Hi taem, can you me complete my purhcase?",ORDER,place_order,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
"hey there, do you offer money-back guarantees?",REFUND,check_refund_policy,high
How do I order thsi product?,ORDER,place_order,medium
"Could you hlep - I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
"could you help - cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
Can I get a full refund if I'm not,REFUND,check_refund_policy,high
"Hey there, I'm extremely unhappy wtih the service",FEEDBACK,complaint,high
How can I change my account information?,ACCOUNT,edit_account,low
"Hi, I want to wrtie a review of my experienec",FEEDBACK,review,low
i my money back for thsi defective product!,REFUND,get_refund,high
"Godo morning, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
Could you help - how do I a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
I have a question: is there a support email I can use?,CONTACT,contact_customer_service,low
i'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
"I'd like to regitser, what's the process? This is urgent.",ACCOUNT,create_account,low
"This is unacceptable, I want to file a formal complaint! This is urgent.",FEEDBACK,complaint,high
Can I add another itme to order #4422? This is urgent.,ORDER,change_order,medium
what is your customer service phone number?,CONTACT,contact_customer_service,low
"hi, how do i reqeust a refund?",REFUND,get_refund,high
Can you help me open a customer account? Many thanks.,ACCOUNT,create_account,low
"This is unacceptable, I want to file a fromal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint,high
Could you help - how do I request a refund?,REFUND,get_refund,high
can i set up multiple addresses on my profile? this is urgent.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi, is there a support email I can use?",CONTACT,contact_customer_service,low
could you help - what is your refund policy?,REFUND,check_refund_policy,high
"I have a questino: I want to speak with a human agnet, not a bot",CONTACT,contact_human_agent,low
"Hello, can you help me modify my account settings?",ACCOUNT,edit_account,low
"Hi, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"Hi, is there a support emali I can use?",CONTACT,contact_customer_service,low
I have a question: I need to look up an old invoice,INVOICE,check_invoice,medium
Can I choose same-day shipping? Thnaks in advance.,DELIVERY,delivery_options,medium
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"I have a question: I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"wrong address on my odrer, please update it! thanks!",SHIPPING_ADDRESS,change_shipping_address,medium
Can I unsubscribe frmo the newsletter please?,NEWSLETTER,newsletter_subscription,low
"hey there, i need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
Please connect me to a real person. Cheers.,CONTACT,contact_human_agent,low
where do i post a product review? many thanks.,FEEDBACK,review,low
Can I cohose same-day shippnig?,DELIVERY,delivery_options,medium
"hey there, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hey there, how do I contcat your support team?",CONTACT,contact_customer_service,low
Tracking number says delivered but I never got it. I'd appreciate a quick reply.,ORDER,track_order,medium
"Hi team, the password reset email never arrived",ACCOUNT,recover_password,high
"excuse me, what shipping methods are available?",DELIVERY,delivery_options,medium
"Hey there, I want to delete my account permanently",ACCOUNT,delete_account,high
Where can I view my past invoices? Cheers.,INVOICE,check_invoice,medium
I was charegd twice for the same order!,PAYMENT,payment_issue,high
Please connect me to a real person. Many thanks.,CONTACT,contact_human_agent,low
"I need to reset my password, please help. Many thanks.",ACCOUNT,recover_password,high
Can I add another ietm to order #4422? This is ugrent.,ORDER,change_order,medium
Can I add another item to order #4422? This is urgent.,ORDER,change_order,medium
Quick question - I want to delete my account permanently,ACCOUNT,delete_account,high
I have a question: is there a support email I can use?,CONTACT,contact_customer_service,low
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
"excuse me, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hey there, I'd like to download an invoice",INVOICE,get_invoice,medium
Could you help - I want to update the quantity in my order,ORDER,change_order,medium
"hey there, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
"quick question - i want to spaek with a human agent, not a bot",CONTACT,contact_human_agent,low
"Hi tea,m I'm sitll waiting for my refund, where is it?",REFUND,track_refund,high
I'd like to receiev your weekly emails.,NEWSLETTER,newsletter_subscription,low
"hey there, what shipping methods are available?",DELIVERY,delivery_options,medium
Please cancel order #1234 before it ships. I'd appreciate a quick reply.,CANCEL,cancel_order,high
Can you help me open a customer account? Many thanks.,ACCOUNT,create_account,low
waht are my delivery options for this order?,DELIVERY,delivery_options,medium
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
i'm extremely unhappy with the service,FEEDBACK,complaint,high
I need to talk to someone abotu my order. Thanks!,CONTACT,contact_customer_service,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Good morning, where is my order? It hasn't arrived yet",ORDER,track_order,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"Hi team, what is your refund policy?",REFUND,check_refund_policy,high
can i choose same-day shipping? please assist.,DELIVERY,delivery_options,medium
i'd lkie to edit my personal details. i'd appreciate a quick reply.,ACCOUNT,edit_account,low
"Hello, how do I track my shipment?",ORDER,track_order,medium
"Hey there, estimated delivery for standrad shipping?",DELIVERY,delivery_period,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Hey there, I need to cancel my order immediately",CANCEL,cancel_order,high
why can't i create account? it says ivnalid input.,ACCOUNT,registration_problems,low
"i need to reset my password, please help.",ACCOUNT,recover_password,high
