instruction,category,intent
Can I unsubscribe frmo the newsletter please?,NEWSLETTER,newsletter_subscription
"hey there, i need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address
Please connect me to a real person. Cheers.,CONTACT,contact_human_agent
where do i post a product review? many thanks.,FEEDBACK,review
Can I cohose same-day shippnig?,DELIVERY,delivery_options
"hey there, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address
"Hey there, how do I contcat your support team?",CONTACT,contact_customer_service
Tracking number says delivered but I never got it. I'd appreciate a quick reply.,ORDER,track_order
"Hi team, the password reset email never arrived",ACCOUNT,recover_password
"excuse me, what shipping methods are available?",DELIVERY,delivery_options
"Hey there, I want to delete my account permanently",ACCOUNT,delete_account
Where can I view my past invoices? Cheers.,INVOICE,check_invoice
I was charegd twice for the same order!,PAYMENT,payment_issue
Please connect me to a real person. Many thanks.,CONTACT,contact_human_agent
"I need to reset my password, please help. Many thanks.",ACCOUNT,recover_password
Can I add another ietm to order #4422? This is ugrent.,ORDER,change_order
Can I add another item to order #4422? This is urgent.,ORDER,change_order
Quick question - I want to delete my account permanently,ACCOUNT,delete_account
I have a question: is there a support email I can use?,CONTACT,contact_customer_service
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account
"excuse me, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address
"Hey there, I'd like to download an invoice",INVOICE,get_invoice
Could you help - I want to update the quantity in my order,ORDER,change_order
"hey there, what are my payment options at checkout?",PAYMENT,check_payment_methods
"quick question - i want to spaek with a human agent, not a bot",CONTACT,contact_human_agent
"Hi tea,m I'm sitll waiting for my refund, where is it?",REFUND,track_refund
I'd like to receiev your weekly emails.,NEWSLETTER,newsletter_subscription
"hey there, what shipping methods are available?",DELIVERY,delivery_options
Please cancel order #1234 before it ships. I'd appreciate a quick reply.,CANCEL,cancel_order
Can you help me open a customer account? Many thanks.,ACCOUNT,create_account
waht are my delivery options for this order?,DELIVERY,delivery_options
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice
i'm extremely unhappy with the service,FEEDBACK,complaint
I need to talk to someone abotu my order. Thanks!,CONTACT,contact_customer_service
How do I log into a secondary account?,ACCOUNT,switch_account
"Good morning, where is my order? It hasn't arrived yet",ORDER,track_order
What's the typical delivery time to my country?,DELIVERY,delivery_period
"Hi team, what is your refund policy?",REFUND,check_refund_policy
can i choose same-day shipping? please assist.,DELIVERY,delivery_options
i'd lkie to edit my personal details. i'd appreciate a quick reply.,ACCOUNT,edit_account
"Hello, how do I track my shipment?",ORDER,track_order
"Hey there, estimated delivery for standrad shipping?",DELIVERY,delivery_period
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
"Hey there, I need to cancel my order immediately",CANCEL,cancel_order
why can't i create account? it says ivnalid input.,ACCOUNT,registration_problems
"i need to reset my password, please help.",ACCOUNT,recover_password
"Hi team, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
"Good morning, I'd like to download an invoice",INVOICE,get_invoice
where can i view my past invoices? i'd apprceiate a quick reply.,INVOICE,check_invoice
"Please refund order #3300, the item arrvied broken. Cheers.",REFUND,get_refund
Can you tell me the status of order #9001?,ORDER,track_order
the password reset email never arrived,ACCOUNT,recover_password
Can you show me invoice number 8842?,INVOICE,check_invoice
"hey there, how do i track my shipment?",ORDER,track_order
"Excuse me, I want to switch to a different account",ACCOUNT,switch_account
i have a question: i need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address
"morning, I want to get a refund for my purcahse",REFUND,get_refund
what are my payment options at checkout?,PAYMENT,check_payment_methods
quick question - is there a support email i can use?,CONTACT,contact_customer_service
"help, the payment failed but money was deducted!",PAYMENT,payment_issue
I'm trying to find a copy of my invoice,INVOICE,check_invoice
"Good morning, what are my delivery options for this order?",DELIVERY,delivery_options
I hvae a question: I'm extremely unhappy with the service,FEEDBACK,complaint
"This is uncaceptable, I want to file a formal complaint! Thanks in advance.",FEEDBACK,complaint
"Excuse me, I need to use a different user profile",ACCOUNT,switch_account
how do i order this prodcut? tahnks in advance.,ORDER,place_order
"Excuse me, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
"Hi, I want to get a refund for my purchase",REFUND,get_refund
Could you help - I need to look up an old invoice,INVOICE,check_invoice
"Hi, how do I request a refund?",REFUND,get_refund
"hi team, do you offer money-back guarantees?",REFUND,check_refund_policy
Quick question - I'd like to place a new order,ORDER,place_order
how many days do i have to an item? please assist.,REFUND,check_refund_policy
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice
"Hey there, can you help me modify my account settings?",ACCOUNT,edit_account
"Wrong address on my order, pelase update it! Thanks!",SHIPPING_ADDRESS,change_shipping_address
Quick question - is there a support email I can ues?,CONTACT,contact_customer_service
how can i change my account information?,ACCOUNT,edit_account
"Hi tema, you help me complete my purchase?",ORDER,place_order
When can I expect my package? Many thanks.,DELIVERY,delivery_period
"Excuse me, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
Quick question - I need my account deleted rihgt away,ACCOUNT,delete_account
"Hi team, I need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address
what is your customer service phone number?,CONTACT,contact_customer_service
"hi, sign me up for promotional emails",NEWSLETTER,newsletter_subscription
I want to svae a secodn address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue
When can expect my package? This is urgent.,DELIVERY,delivery_period
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
please change the size on my recent order before it ships,ORDER,change_order
I was charged twice for the same order! Please assist.,PAYMENT,payment_issue
I forgot my password and can't log in,ACCOUNT,recover_password
when can i expect my package? please assist.,DELIVERY,delivery_period
"Excuse me, I need a human agent right now",CONTACT,contact_human_agent
"hello, i'd like to place a new order",ORDER,place_order
I have a question: can you help me complete my purchase?,ORDER,place_order
"excuse me, what shipping methods are available?",DELIVERY,delivery_options
"Hey there, I want to update the quantity in my order",ORDER,change_order
i have a question: plesae send me the invoice for my recent order,INVOICE,get_invoice
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems
where can i view my past invoices?,INVOICE,check_invoice
"This is unacceptable, I watn to file a formal complaint! This is urgent.",FEEDBACK,complaint
Quick question - I want to get a refund for my purchase,REFUND,get_refund
"Hey there, how can I leave a review for the product I bought?",FEEDBACK,review
could you help - i need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address
"Hello, I'd like to download an ivnoice",INVOICE,get_invoice
hey how do i request a refund?,REFUND,get_refund
"Hello, is three a support email I can use?",CONTACT,contact_customer_service
"Good morning, I want to update the quantity in my order",ORDER,change_order
How many days do I haev to retrun an item? Please assist.,REFUND,check_refund_policy
"Hello, I need my account deleted right away",ACCOUNT,delete_account
the signup form keeps rejecting my email. many thanks.,ACCOUNT,registration_problems
"Hey there, what shipping methods are available?",DELIVERY,delivery_options
i have a question: i need a human agent right now,CONTACT,contact_human_agent
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options
Where do I post a product review? Cheers.,FEEDBACK,review
Can I add another item to order #4422? Looking forward to hearing back.,ORDER,change_order
"Could you help - cancel my order asap, I odrered the wrong item",CANCEL,cancel_order
Quikc question - can you help me complete my purchase?,ORDER,place_order
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice
I'd like to edit my personal details. Many thanks.,ACCOUNT,edit_account
"Hey there, what shipping methods are available?",DELIVERY,delivery_options
"Good morning, cancel my order aspa, I ordered the wrong item",CANCEL,cancel_order
"hi, i'd like to place a new order",ORDER,place_order
Where can I view my past invoices?,INVOICE,check_invoice
Can you help me open a customer account? I'd appreciate a quick reply.,ACCOUNT,create_account
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options
When can I expect my package?,DELIVERY,delivery_period
can i change my account information?,ACCOUNT,edit_account
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
i have a question: how do i add a new shipipng address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
"Hey there, what are my payment options at checkout?",PAYMENT,check_payment_methods
Could you help - I forgot my password and can't log in,ACCOUNT,recover_password
It's been 10 days no refund yet.,REFUND,track_refund
Where can I view my past invoices? Thanks!,INVOICE,check_invoice
