instruction,category,intent,urgency
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
"Hey there, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
could you help - i forgot my password and can't log in,ACCOUNT,recover_password,high
do you offer express delivery? i'm in a hurry.,DELIVERY,delivery_options,medium
quick quetsion - i want to update the quantity in my order,ORDER,change_order,medium
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
"Hi team, what is your refund policy?",REFUND,check_refund_policy,high
"I'm to buy, what's next?",ORDER,place_order,medium
I'd like to download an,INVOICE,get_invoice,medium
"Excuse me, sign me up promotional emails",NEWSLETTER,newsletter_subscription,low
I want to write a review of my experience,FEEDBACK,review,low
I'd like to edit personal details.,ACCOUNT,edit_account,low
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
"hi team, do you offer money-back guarantees?",REFUND,check_refund_policy,high
could you help - how do i request a refudn?,REFUND,get_refund,high
"Hi, I'd like to an invoice",INVOICE,get_invoice,medium
tracking number says delivered but i never got it. thanks in advance.,ORDER,track_order,medium
"Excuse me, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
Can I pay with PayPal? Is bank transfer an,PAYMENT,check_payment_methods,medium
Please remove my account from your system.,ACCOUNT,delete_account,high
"i'm ready to buy, what's next?",ORDER,place_order,medium
How can I change my account information?,ACCOUNT,edit_account,low
Can you reroute my package a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
could you help - how do i request a refund?,REFUND,get_refund,high
"Excuse me, when will my reufnd be processed?",REFUND,track_refund,high
"Hey there, I need to look up an old invoice",INVOICE,check_invoice,medium
"Hi team, I want to switch to a different account",ACCOUNT,switch_account,low
"hi, i need to updtae the email on my profile",ACCOUNT,edit_account,low
I'd like to receive your weekly emials. I'd appreciate a quick reply.,NEWSLETTER,newsletter_subscription,low
I have a question: adding a new address before next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
"i changed my mind, can i cancle my recent purchase?",CANCEL,cancel_order,high
"Ecxuse me, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Hello, I need to modify my existing order",ORDER,change_order,medium
Please connect me to a real person. Many thanks.,CONTACT,contact_human_agent,low
I have a question: what is your refund poliyc?,REFUND,check_refund_policy,high
It's been 10 days and no reufnd yet. This is urgent.,REFUND,track_refund,high
Can you help me open a customer account? Plesae assist.,ACCOUNT,create_account,low
The signup form keeps rejceting my email. Thanks in advance.,ACCOUNT,registration_problems,low
"hi, i wnat to update the quantity in my order",ORDER,change_order,medium
"hello, my paymnet was declined but my card is fien",PAYMENT,payment_issue,high
"Please refund ordre #3300, the item arrived broken.",REFUND,get_refund,high
Could you help - what is your refund policy?,REFUND,check_refund_policy,high
Can I set up multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"i nede to reset my password, please help. thanks!",ACCOUNT,recover_password,high
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
i want to delete my account permanently,ACCOUNT,delete_account,high
"Hlep, the payment failde but money was deducted!",PAYMENT,payment_issue,high
how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can I choose same-day shipping?,DELIVERY,delivery_options,medium
can you eamil me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
"helol, i want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Good morning, I'd like to download an invoice",INVOICE,get_invoice,medium
i have a question: i want to create a new account on your platform,ACCOUNT,create_account,low
"Good morning, how do I request a refund?",REFUND,get_refund,high
How can I change my account information?,ACCOUNT,edit_account,low
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
When can I expcet my package? Pelase assist.,DELIVERY,delivery_period,medium
"wrogn address on my order, please update it! i'd appreciate a quick reply.",SHIPPING_ADDRESS,change_shipping_address,medium
When can I expect my package? Looking forward to hearing back.,DELIVERY,delivery_period,medium
Quick question - I keep getting 'username already takne' but I'm new,ACCOUNT,registration_problems,low
I have a question: what are my delivery options for this order?,DELIVERY,delivery_options,medium
"could you help - cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
Wehre do I post a produtc review? This is urgent.,FEEDBACK,review,low
"Hi, I want to delete my account permanently",ACCOUNT,delete_account,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
How can I change my account information?,ACCOUNT,edit_account,low
"I'm having paying, the page errors out",PAYMENT,payment_issue,high
"Could you help - cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"This is unaccetpable, I want to file a formal complaint! Please assist.",FEEDBACK,complaint,high
i'd like to place a new order,ORDER,place_order,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hi, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
Quick question - how long will my ordre take to arrive?,DELIVERY,delivery_period,medium
"hey there, how do i request a refund?",REFUND,get_refund,high
"hey there, cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
"i'd lkie to register, what's the process? many thanks.",ACCOUNT,create_account,low
Tracking number says delivered but I never got it. Thanks in advanec.,ORDER,track_order,medium
"i changed my midn, can i cancel my recent purchase?",CANCEL,cancel_order,high
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
I have a quetsion: what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
plaese cancel order #1234 before it ships. please assist.,CANCEL,cancel_order,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
Can you check on the status my refund?,REFUND,track_refund,high
How many days do I have to return an item? Looking forward to hearing back.,REFUND,check_refund_policy,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"hello, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
Can I set up multiple addresses on my prfoile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
i have a question: i need to modify my existing order,ORDER,change_order,medium
"Hi team, I want to delete my account permanently",ACCOUNT,delete_account,high
"Good morning, how do I request a refnud?",REFUND,get_refund,high
"Hi, I want to switch to a different account",ACCOUNT,switch_account,low
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Hi tea,m I need to cancel my order immediately",CANCEL,cancel_order,high
I have a question: please send me the invoice for my recent order,INVOICE,get_invoice,medium
Where can I view my psat invoices?,INVOICE,check_invoice,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Quick question - sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
can i choose same-day shipping? i'd appreciate a quick reply.,DELIVERY,delivery_options,medium
do you offer express delivery? i'm in a hurry.,DELIVERY,delivery_options,medium
Could you help - how do I track my shipment?,ORDER,track_order,medium
"Hello, is theer a support email I can use?",CONTACT,contact_customer_service,low
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
"hi, can you help me modify my account settings?",ACCOUNT,edit_account,low
Tracking says delivered but I never got it. Looking forward to hearing back.,ORDER,track_order,medium
Please connect me to a real person. Thanks in avdance.,CONTACT,contact_human_agent,low
Quick question - I want to create a new account on your platform,ACCOUNT,create_account,low
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
I have a question: can you help me modify my account settings?,ACCOUNT,edit_account,low
Quick question - want to create a new account on yoru platform,ACCOUNT,create_account,low
Can I unsubscribe form the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Hey there, I need to use a different usre profile",ACCOUNT,switch_account,low
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
Can you check on the sattus of my refund?,REFUND,track_refund,high
Can a live representatvie help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hi team, I want to delete my account permanently",ACCOUNT,delete_account,high
"hi, i need to look up an old invoice",INVOICE,check_invoice,medium
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
Where do I post a product review? Thanks!,FEEDBACK,review,low
Can I add another item to order #4422? Thank!s,ORDER,change_order,medium
how long will my order take to arrive?,DELIVERY,delivery_period,medium
"Quick - I want to speak with a hmuan agent, not a bot",CONTACT,contact_human_agent,low
I'd like to edit my persnoal details. I'd appreciate a quick reply.,ACCOUNT,edit_account,low
I was charged twice for the same order! Please assist.,PAYMENT,payment_issue,high
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"Hey there, I need to use a different user profile",ACCOUNT,switch_account,low
